Team,Player,NBA,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_x,LaneAgilityTime,ShuttleRun,ThreeQuarterSprint,StandingVerticalLeap,MaxVerticalLeap,MaxBenchPress,Pos_y,BodyFat%,HandLength,HandWidth,HeightNoShoes,HeightShoes,StandingReach,Weight,Wingspan
detroit-mercy,Ray McCallum,1,33,33,36.6,6.5,13.2,0.491,5.2,9.3,0.562,1.3,3.9,0.323,4.5,6.2,0.717,1.3,3.8,5.1,4.5,1.9,0.6,2.1,2,18.7,PG,10.82,3.08,3.25,30.5,40.0,5,PG,7.30%,8.00,8.75,6ft0.25in,6ft1.75in,8ft0.5in,191.4,6ft3.25in
duke,Shane Battier,1,39,39,34.9,6.4,13.7,0.471,3.3,6.1,0.536,3.2,7.6,0.419,3.9,4.9,0.796,2.4,4.9,7.3,1.8,2.1,2.3,1.5,2.1,19.9,,,,,,,,,,,,,,,,
duke,Jay Williams,1,35,35,33.6,7.1,15.6,0.457,4,7.5,0.536,3.1,8.1,0.383,4,5.9,0.676,0.8,2.8,3.5,5.3,2.2,0.1,3.7,2.3,21.3,PG,10.34,-,3.09,28.5,36.0,10,,,,,,,,,
duke,Mike Dunleavy,1,35,35,32.4,6.2,12.9,0.483,3.7,6.2,0.596,2.5,6.7,0.378,2.3,3.4,0.681,1.3,5.9,7.2,2.1,2.3,0.7,1.7,2.3,17.3,SF,11.55,-,3.30,24.5,29.0,11,,,,,,,,,
duke,Carlos Boozer,1,35,35,28.4,6.6,9.9,0.665,6.6,9.9,0.667,0,0,0,5.1,6.7,0.754,3.4,5.3,8.7,1.1,0.9,0.6,1.9,3.1,18.2,PF,10.77,-,3.31,26.5,28.5,13,,,,,,,,,
duke,Dahntay Jones,1,33,30,30.7,6,12.8,0.47,4.6,9.2,0.498,1.4,3.6,0.398,4.2,5.7,0.749,1.4,4.1,5.5,0.9,1.2,0.5,1.9,3.1,17.7,,,,,,,,,,,,,,,,
duke,Chris Duhon,1,37,37,35.4,3.7,8.3,0.448,2.9,5.7,0.514,0.8,2.6,0.302,1.8,2.4,0.722,0.8,3.2,4.1,6.1,2.2,0.2,2.8,2.1,10,PG,10.45,-,3.14,31.5,35.0,7,PG,6.70%,-,-,6ft0in,6ft1.25in,8ft2in,193,6ft6.5in
duke,Daniel Ewing,1,33,32,34.5,5.5,12.8,0.427,3.4,6.8,0.498,2.1,6,0.347,2.2,3.2,0.692,0.7,2.5,3.2,4,2,0.4,3,3,15.3,,,,,,,,,,,,,,,,
duke,J.J. Redick,1,36,36,37.1,8.4,17.9,0.47,4.5,8.7,0.521,3.9,9.2,0.421,6.1,7.1,0.863,0.2,1.8,2,2.6,1.4,0.1,2.5,1.5,26.8,,,,,,,,,,,,,,,,
duke,Shelden Williams,1,36,36,33.3,6.6,11.4,0.578,6.5,11.2,0.582,0.1,0.2,0.333,5.6,7.5,0.744,3.3,7.4,10.7,1.1,1.7,3.8,2.5,3.2,18.8,,,,,,,,,,,,,,,,
duke,Luol Deng,1,37,32,31.1,5.7,11.9,0.476,4.6,8.9,0.515,1.1,3,0.36,2.6,3.7,0.71,2.2,4.7,6.9,1.8,1.3,1.1,2.2,2.2,15.1,SF,11.46,-,3.34,27.5,31.5,5,SF,6.70%,-,-,6ft7in,6ft8in,9ft0.5in,220,7ft0.5in
duke,Josh McRoberts,1,33,32,35.3,5,9.9,0.502,4.8,9.2,0.523,0.2,0.7,0.217,2.9,4.4,0.664,2.1,5.8,7.9,3.5,1.2,2.5,2.4,2.5,13,PF,11.70,-,3.47,27.5,31.5,12,PF,13.70%,-,-,6ft8in,6ft10in,8ft10.5in,240,7ft1in
duke,Gerald Henderson,1,37,36,29.7,5.8,12.8,0.45,4.6,9.5,0.49,1.1,3.3,0.336,3.9,5.1,0.761,1.2,3.7,4.9,2.5,1.2,0.8,2.2,1.7,16.5,,,,,,,,,,,,,,,,
duke,Nolan Smith,1,37,37,34,7,15.4,0.458,5.5,10.9,0.501,1.5,4.4,0.35,5.1,6.2,0.813,1.2,3.3,4.5,5.1,1.2,0.1,3.2,1.9,20.6,PG,11.05,-,3.17,28.5,34.0,9,PG,5.60%,8.50,9.25,6ft1.5in,6ft3.5in,8ft3in,187.6,6ft5.5in
duke,Kyle Singler,1,37,37,34.8,5.9,13.8,0.43,4.2,8.5,0.497,1.7,5.2,0.321,3.4,4.2,0.806,2.4,4.5,6.8,1.6,0.9,0.3,1.9,2.6,16.9,SF,11.22,-,3.21,23.0,30.0,10,SF,10.00%,8.25,8.75,6ft7.5in,6ft8.5in,8ft10in,228,6ft10.1in
duke,Miles Plumlee,1,34,16,20.5,2.6,4.3,0.61,2.6,4.3,0.61,0,0,0,1.4,2.2,0.632,2.9,4.2,7.1,0.5,0.5,0.9,1.2,2.3,6.6,,,,,,,,,,,,,,,,
duke,Mason Plumlee,1,36,36,34.7,6.1,10.3,0.599,6.1,10.3,0.599,0,0,0,4.8,7.1,0.681,2.7,7.2,9.9,1.9,1,1.4,2.9,2.6,17.1,,,,,,,,,,,,,,,,
duke,Ryan Kelly,1,23,23,28.9,4.2,9.2,0.453,2.7,5.6,0.473,1.5,3.6,0.422,3,3.7,0.812,1.6,3.7,5.3,1.7,0.7,1.6,1,2.4,12.9,PF,-,-,-,-,-,-,PF,14.75%,9.00,10.00,6ft9.75in,6ft11.75in,9ft2in,228,6ft11.5in
duke,Kyrie Irving,1,11,8,27.5,5,9.5,0.529,3.4,5.9,0.569,1.6,3.5,0.462,5.8,6.5,0.901,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5,PG,-,-,-,-,-,-,PG,10.20%,8.25,9.25,6ft1.75in,6ft3.5in,8ft3in,191,6ft4in
duke,Austin Rivers,1,34,33,33.2,5.1,11.8,0.433,3.4,7.1,0.477,1.7,4.7,0.365,3.6,5.4,0.658,0.6,2.8,3.4,2.1,1,0,2.3,2.2,15.5,,,,,,,,,,,,,,,,
duke,Rodney Hood,1,35,33,32.9,5.5,11.8,0.464,3.4,6.9,0.494,2,4.8,0.42,3.1,3.9,0.807,0.8,3.1,3.9,2.1,0.7,0.3,1.5,2.6,16.1,SF,11.21,3.14,3.38,29.0,36.0,-,SF,7.45%,8.50,8.50,6ft7.25in,6ft8.5in,8ft7in,208.2,6ft8.5in
duke,Jabari Parker,1,35,35,30.7,6.7,14.3,0.473,5.7,11.2,0.504,1.1,3,0.358,4.6,6.1,0.748,3,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1,,,,,,,,,,,,,,,,
duke,Grayson Allen,1,37,37,35.6,4.9,11.7,0.418,2.1,4.2,0.503,2.8,7.5,0.37,2.9,3.4,0.85,0.5,2.8,3.3,4.6,1.7,0.1,2.1,2.1,15.5,SG,10.31,3.04,3.15,32.5,40.5,-,SG,5.55%,8.25,10.00,6ft3in,6ft4.5in,8ft1in,198,6ft7.25in
duke,Justise Winslow,1,39,39,29.1,4.4,9.1,0.486,3.3,6.3,0.516,1.2,2.8,0.418,2.6,4,0.641,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,SF,-,-,-,-,-,-,SF,5.30%,8.50,9.25,6ft4.5in,6ft6.5in,8ft8.5in,221.8,6ft10.25in
duke,Tyus Jones,1,39,39,33.9,3.5,8.3,0.417,2.3,5.1,0.44,1.2,3.2,0.379,3.7,4.2,0.889,0.5,3,3.5,5.6,1.5,0.1,1.9,1.2,11.8,PG,11.84,2.95,3.32,26.5,32.5,2,PG,6.50%,8.25,8.75,6ft0.5in,6ft2in,8ft1in,184.6,6ft5in
duke,Jahlil Okafor,1,38,38,30.1,7.3,11.1,0.664,7.3,11.1,0.664,0,0,0,2.6,5.1,0.51,3.5,4.9,8.5,1.3,0.8,1.4,2.5,2.1,17.3,,,,,,,,,,,,,,,,
duke,Brandon Ingram,1,36,34,34.6,5.9,13.4,0.442,3.7,8,0.464,2.2,5.4,0.41,3.2,4.7,0.682,1.9,4.9,6.8,2,1.1,1.4,2,2.1,17.3,,,,,,,,,,,,,,,,
duke,Luke Kennard,1,37,36,35.5,6.4,13.1,0.489,4,7.7,0.525,2.4,5.4,0.438,4.3,5.1,0.856,1.2,3.9,5.1,2.5,0.8,0.4,1.6,2.2,19.5,,,,,,,,,,,,,,,,
duke,Jayson Tatum,1,29,27,33.3,5.7,12.6,0.452,4.3,8.6,0.504,1.4,4,0.342,4.1,4.8,0.849,1.3,6,7.3,2.1,1.3,1.1,2.6,3,16.8,,,,,,,,,,,,,,,,
duke,Frank Jackson,1,36,16,24.9,3.7,7.8,0.473,2.3,4.2,0.539,1.4,3.6,0.395,2.1,2.8,0.755,0.6,1.9,2.5,1.7,0.6,0.1,1.4,2.4,10.9,PG,10.94,2.70,3.14,34.5,42.0,9,PG,6.70%,8.25,9.00,6ft2in,6ft3.5in,8ft2in,201.6,6ft7.5in
duke,Harry Giles,1,26,6,11.5,1.7,3,0.577,1.7,3,0.577,0,0,0,0.5,0.9,0.5,1.6,2.3,3.8,0.3,0.3,0.7,0.7,2.2,3.9,PF,11.08,3.00,3.34,27.0,32.5,5,PF,5.20%,9.50,10.75,6ft9.25in,6ft10.5in,9ft1.5in,232,7ft3.25in
duke,Gary Trent Jr.,1,37,37,33.9,4.8,11.5,0.415,2.2,5,0.43,2.6,6.5,0.402,2.3,2.6,0.876,0.8,3.4,4.2,1.4,1.2,0.1,1,1.7,14.5,,,,,,,,,,,,,,,,
duke,Marvin Bagley III,1,33,32,33.9,8.2,13.3,0.614,7.5,11.6,0.647,0.7,1.8,0.397,4,6.3,0.627,4,7.1,11.1,1.5,0.8,0.9,2.3,1.8,21,,,,,,,,,,,,,,,,
duke,Wendell Carter Jr.,1,37,37,26.9,4.8,8.6,0.561,4.3,7.4,0.586,0.5,1.2,0.413,3.4,4.5,0.738,2.9,6.1,9.1,2,0.8,2.1,2,2.8,13.5,,,,,,,,,,,,,,,,
florida,Matt Bonner,1,33,33,31.4,5.5,10.8,0.51,3.6,6.8,0.531,1.9,4,0.474,2.2,3.1,0.733,2.1,4,6.1,1.5,1.1,0.6,1.6,2.1,15.2,,,,,,,,,,,,,,,,
florida,David Lee,1,32,32,28,5,9.5,0.525,5,9.4,0.532,0,0.1,0,3.6,5,0.714,2.4,6.6,9,2.2,1.1,0.8,2.7,2.4,13.6,PF,10.80,-,3.19,30.5,32.5,14,PF,-%,-,-,6ft7.75in,6ft9in,8ft10.5in,229.5,7ft0in
florida,Chris Richard,1,40,4,18.4,2.5,3.6,0.69,2.5,3.6,0.69,0,0,0,1.3,2.1,0.627,1.6,2.1,3.7,0.4,0.3,0.3,1.2,2.3,6.2,PF,11.39,-,3.29,26.5,30.5,15,PF,7.50%,-,-,6ft7in,6ft8.75in,9ft2.5in,252,7ft4.5in
florida,Corey Brewer,1,37,37,28.5,4.6,9.6,0.475,3.5,6.4,0.544,1.1,3.2,0.336,3,4.2,0.723,1.1,3.6,4.7,2.9,1.9,0.4,2.5,1.9,13.2,,,,,,,,,,,,,,,,
florida,Taurean Green,1,40,40,33.2,3.9,8.7,0.444,1.8,3.6,0.497,2.1,5.1,0.406,3.5,4.2,0.849,0.2,2.2,2.4,3.7,1.1,0,2.7,1.5,13.3,PG,11.30,-,3.26,29.0,32.5,8,PG,4.60%,-,-,5ft11in,6ft0.75in,8ft0in,173,6ft2.25in
florida,Joakim Noah,1,40,40,25.9,4.3,7.1,0.607,4.3,7.1,0.606,0,0,1,3.3,5,0.663,2.6,5.9,8.4,2.3,1.1,1.8,2.5,2.3,12,PF,11.79,-,3.47,32.5,37.5,12,PF,4.80%,-,-,6ft10in,7ft0in,8ft10.5in,223,7ft1.25in
florida,Al Horford,1,38,36,27.8,4.9,8.1,0.608,4.9,8,0.612,0,0.1,0,3.4,5.3,0.644,2.5,6.9,9.5,2.2,0.7,1.8,1.8,2.5,13.2,PF,12.15,-,3.37,31.0,35.5,20,PF,9.10%,-,-,6ft8in,6ft9.75in,8ft11in,246,7ft0.75in
florida,Marreese Speights,1,36,36,24.3,6,9.6,0.624,6,9.6,0.624,0,0,0,2.5,3.6,0.692,2.6,5.5,8.1,0.9,0.4,1.4,1.7,2.3,14.5,,,,,,,,,,,,,,,,
florida,Vernon Macklin,1,37,35,24.5,5.2,8.7,0.593,5.2,8.7,0.593,0,0,0,1.2,2.8,0.451,2.2,3.2,5.4,0.8,0.4,0.7,1.7,2.5,11.6,,,,,,,,,,,,,,,,
florida,Nick Calathes,1,36,35,33.3,5.7,11.8,0.482,3.7,6.6,0.555,2,5.2,0.39,3.8,5.3,0.707,0.9,4.5,5.3,6.4,1.9,0.2,3.3,1.9,17.2,,,,,,,,,,,,,,,,
florida,Chandler Parsons,1,36,35,34.1,4.3,9,0.48,3.1,5.7,0.544,1.2,3.3,0.368,1.5,2.7,0.557,2.1,5.7,7.8,3.8,0.9,0.4,2.3,1.9,11.3,SF,11.05,-,3.29,25.5,31.5,4,SF,7.00%,8.25,10.00,6ft8.75in,6ft9.75in,8ft8.5in,221.2,6ft9.5in
florida,Erik Murphy,1,36,34,26.4,4.6,8.8,0.516,2.6,4.4,0.579,2,4.4,0.453,1.1,1.4,0.784,1.6,3.9,5.5,1.4,0.6,0.7,1.4,2.8,12.2,PF,12.19,2.96,3.57,24.5,29.5,13,PF,7.95%,8.75,9.75,6ft8.75in,6ft9.5in,9ft0in,239.8,6ft10.5in
florida,Bradley Beal,1,37,37,34.2,4.7,10.6,0.445,3,5.6,0.541,1.7,5,0.339,3.6,4.7,0.769,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8,SG,10.95,-,3.28,33.0,39.0,8,SG,6.00%,8.50,9.00,6ft3.25in,6ft4.75in,8ft4in,201.8,6ft8in
florida-state,Alexander Johnson,1,29,28,24.9,4.4,8.1,0.54,4.1,7.1,0.573,0.3,1,0.31,4.1,5.9,0.706,2.6,4.9,7.4,0.7,1.1,1,2.8,3.2,13.2,,,,,,,,,,,,,,,,
florida-state,Al Thornton,1,35,35,31.2,7,13.1,0.53,5.9,10.8,0.549,1,2.3,0.444,4.7,6,0.79,3,4.1,7.2,0.7,1.5,1.1,2.5,2.7,19.7,SF,11.96,-,3.16,35.0,41.0,9,SF,5.80%,-,-,6ft5.75in,6ft7in,8ft8in,221,7ft1in
florida-state,Von Wafer,1,29,22,26.1,4.3,9.8,0.437,2,4.1,0.492,2.2,5.7,0.396,1.7,2.3,0.721,0.2,2.3,2.5,1.7,1,0.3,1.7,1.1,12.5,,,,,,,,,,,,,,,,
florida-state,Ryan Reid,1,31,29,22.7,2.6,5.4,0.491,2.6,5.4,0.491,0,0,0,1.5,2.5,0.597,1.9,2.1,4,1.1,0.6,0.5,1.6,1.5,6.8,,,,,,,,,,,,,,,,
florida-state,Toney Douglas,1,35,35,36.5,6.8,15.3,0.446,4.4,9,0.489,2.4,6.3,0.385,5.4,6.6,0.81,0.8,3.1,3.9,2.9,1.8,0.4,2.5,2.2,21.5,PG,10.63,-,3.03,28.0,32.5,15,PG,5.20%,-,-,6ft1in,6ft2in,8ft1.5in,183.4,6ft6in
florida-state,Solomon Alabi,1,32,32,25.6,4.2,7.8,0.534,4.2,7.8,0.534,0,0,0,3.4,4.3,0.794,2.5,3.7,6.2,0.5,0.6,2.3,1.9,2.3,11.7,C,13.20,-,3.68,22.5,26.0,10,C,5.00%,9.25,9.25,6ft11.5in,7ft0.75in,9ft5in,237.4,7ft5in
florida-state,Chris Singleton,1,28,25,29.1,4.4,10.2,0.434,3.2,6.8,0.466,1.3,3.4,0.368,3,4.5,0.667,2.1,4.8,6.8,1.2,2,1.5,2.2,3.2,13.1,SF,11.33,-,3.09,30.5,37.5,15,SF,7.40%,9.25,10.00,6ft7.75in,6ft9in,8ft7.5in,230.2,7ft1in
florida-state,Malik Beasley,1,34,33,29.8,5.4,11.6,0.471,3.8,7.4,0.518,1.6,4.2,0.387,3.1,3.8,0.813,1.3,4,5.3,1.5,0.9,0.2,1.7,2.2,15.6,,,,,,,,SG,6.90%,8.50,9.00,6ft3.5in,6ft4.5in,8ft4.5in,189.8,6ft7in
florida-state,Dwayne Bacon,1,35,35,28.8,6.3,14,0.452,4.7,9.1,0.516,1.6,4.9,0.333,3,3.9,0.754,1,3.2,4.2,1.7,1,0.1,2,1.6,17.2,,,,,,,,,,,,,,,,
florida-state,Jonathan Isaac,1,32,32,26.2,4.1,8,0.508,3.1,5.2,0.593,1,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12,,,,,,,,,,,,,,,,
fresno-state,Melvin Ely,1,28,28,35.7,8.8,15.6,0.563,8.8,15.6,0.564,0,0,0,5.8,7.8,0.735,3.2,5.9,9.1,1.8,0.7,3.1,2.6,2.4,23.3,PF,11.96,-,3.35,26.0,29.0,7,,,,,,,,,
fresno-state,Courtney Alexander,1,27,0,36.1,9.3,20.9,0.447,7.2,14.4,0.499,2.1,6.5,0.331,4,5.1,0.781,0,0,4.7,3.5,1.4,0.1,2.5,2.3,24.8,,,,,,,,,,,,,,,,
fresno-state,Chris Jefferies,1,21,21,34.6,5.5,13.1,0.418,3.5,7.3,0.474,2,5.8,0.347,4.4,6.9,0.634,1.2,5.1,6.3,3,1.2,1.2,2.4,2.8,17.3,,,,,,,,,,,,,,,,
fresno-state,Dominic McGuire,1,32,32,32.9,4.8,10.2,0.471,4.2,8.1,0.516,0.6,2.1,0.299,3.3,5.7,0.586,2.2,7.6,9.8,3.3,0.9,3.6,3.7,2.8,13.5,SF,10.95,-,3.25,28.5,34.5,12,SF,4.70%,-,-,6ft7in,6ft8.25in,8ft8in,220,6ft10.5in
georgetown,Ruben Boumtje-Boumtje,1,33,33,21.6,3.2,6.2,0.517,3.2,6.2,0.517,0,0,0,2.7,3.8,0.718,2.6,4.2,6.8,0.9,0.7,2.4,2.2,2.5,9.1,C,11.84,-,3.33,26.5,31.0,6,,,,,,,,,
georgetown,Mike Sweetney,1,34,34,32.4,7.8,14.2,0.547,7.8,14.1,0.55,0,0.1,0,7.3,9.9,0.738,4,6.3,10.4,1.9,1.5,3.2,2.1,2.8,22.8,,,,,,,,,,,,,,,,
georgetown,Jeff Green,1,37,37,33.3,5.3,10.3,0.513,4.3,7.7,0.559,1,2.6,0.375,2.7,3.5,0.775,1.7,4.7,6.4,3.2,0.8,1.2,2.6,2.5,14.3,SF,12.00,-,3.34,33.5,38.0,17,SF,3.70%,-,-,6ft7in,6ft9.5in,8ft7in,228,7ft1.25in
georgetown,Roy Hibbert,1,34,34,26.3,5.3,8.6,0.609,5.2,8.6,0.605,0.1,0.1,1,2.7,4.2,0.646,2.2,4.1,6.4,1.9,0.5,2.2,1.7,2.7,13.4,,,,,,,,,,,,,,,,
georgetown,DaJuan Summers,1,31,31,29.4,4.4,9.3,0.474,2.7,5,0.552,1.7,4.4,0.385,3.1,4.4,0.713,1.2,3,4.1,1.3,1.1,0.7,2.6,2.6,13.6,SF,10.94,-,3.17,29.5,34.5,15,SF,6.60%,-,-,6ft7.25in,6ft8.5in,8ft10.5in,243,7ft0.75in
georgetown,Greg Monroe,1,34,34,34.2,5.9,11.3,0.525,5.7,10.5,0.545,0.2,0.8,0.259,4.1,6.1,0.66,2.2,7.5,9.6,3.8,1.2,1.5,3.3,2.6,16.1,,,,,,,,,,,,,,,,
georgetown,Otto Porter,1,31,30,35.4,5.4,11.3,0.48,4,8,0.504,1.4,3.3,0.422,3.9,5.1,0.777,1.8,5.7,7.5,2.7,1.8,0.9,1.5,2,16.2,SF,11.25,3.06,3.40,27.0,36.0,9,SF,6.65%,8.75,9.25,6ft7.5in,6ft8.5in,8ft9.5in,197.6,7ft1.5in
georgia,Jarvis Hayes,1,27,27,32.3,6.9,13.6,0.503,4.9,8.9,0.544,2,4.7,0.425,2.6,3.3,0.784,1.3,3.1,4.4,2,1.1,0.4,1.4,2.4,18.3,,,,,,,,,,,,,,,,
georgia,Travis Leslie,1,33,33,32.2,5.4,10.9,0.492,5,9.6,0.517,0.4,1.3,0.302,3.3,4.1,0.801,3.2,4,7.2,2.9,1.2,0.6,2.2,1.9,14.4,SG,11.00,-,3.13,33.0,40.5,10,SG,8.10%,8.75,9.25,6ft3in,6ft4.25in,8ft7in,205,6ft10.5in
georgia,Trey Thompkins,1,30,29,31.2,6.5,13.4,0.481,5.7,11,0.52,0.8,2.5,0.311,2.7,4,0.689,1.9,5.8,7.6,1.4,1.1,1.7,2.5,2.2,16.4,PF,11.72,-,3.41,27.5,30.5,15,PF,15.50%,9.25,9.75,6ft8.5in,6ft9.75in,8ft11.5in,239,7ft1in
georgia,Kentavious Caldwell-Pope,1,32,30,33.9,5.8,13.4,0.433,3.2,6.4,0.498,2.6,7,0.373,4.2,5.3,0.799,1.2,5.9,7.1,1.8,2,0.5,2,2.2,18.5,SG,10.60,3.20,3.12,29.0,34.5,7,SG,6.45%,8.50,9.00,6ft4.5in,6ft5.5in,8ft4.5in,203.6,6ft8in
georgia-state,R.J. Hunter,1,35,35,37,5.8,14.7,0.395,3.5,7.2,0.488,2.3,7.5,0.305,5.8,6.6,0.878,0.8,3.9,4.7,3.6,2.1,1,2.2,2.4,19.7,SG,10.87,2.91,3.26,27.5,33.5,1,SG,6.00%,8.50,8.25,6ft4.5in,6ft6in,8ft8in,185,6ft10.5in
georgia-tech,Alvin Jones,1,30,30,29.2,4.5,9.3,0.482,4.5,9.2,0.486,0,0.1,0,4.4,7.4,0.596,2.4,8,10.4,1.5,0.9,3.4,3,3.2,13.4,,,,,,,,,,,,,,,,
georgia-tech,Jason Collier,1,30,0,32.5,5.9,12.5,0.473,4.9,9.7,0.503,1,2.8,0.369,4.1,5.5,0.735,0,0,9.2,1.6,0.8,1.1,3.2,2.7,17,,,,,,,,,,,,,,,,
georgia-tech,Jarrett Jack,1,32,31,34.1,5.1,10,0.514,3.7,6.7,0.549,1.4,3.3,0.442,3.8,4.4,0.866,0.3,4.6,4.8,4.5,1.8,0.1,3.4,1.7,15.5,PG,10.87,-,3.24,26.0,28.5,5,PG,-%,-,-,6ft2.5in,6ft3.5in,8ft4in,197.6,6ft7.5in
georgia-tech,Chris Bosh,1,31,31,31,5.4,9.7,0.56,4.7,8.2,0.575,0.7,1.5,0.478,4.1,5.6,0.73,3.1,5.9,9,1.2,1,2.2,2.3,2.4,15.6,PF,11.80,-,3.30,30.5,33.0,9,,,,,,,,,
georgia-tech,Thaddeus Young,1,31,31,29.6,5.7,11.9,0.478,4.5,8.9,0.498,1.3,3,0.419,1.7,2.3,0.743,2.3,2.5,4.9,2,1.3,0.4,2.2,2,14.4,SF,11.06,-,3.19,34.5,37.0,13,SF,4.90%,-,-,6ft5.75in,6ft7.5in,8ft10in,210,6ft11.5in
georgia-tech,Javaris Crittenton,1,32,31,31.3,4.9,11,0.45,3.8,7.8,0.488,1.1,3.2,0.356,3.4,4.3,0.783,0.9,2.8,3.7,5.8,2,0.1,3.9,2.1,14.4,PG,11.60,-,3.32,32.5,38.0,11,PG,4.50%,-,-,6ft3in,6ft4.75in,8ft2in,194,6ft5.5in
georgia-tech,Gani Lawal,1,36,36,25.8,4.8,9,0.529,4.8,9,0.531,0,0,0,3.5,6.2,0.572,2.9,5.6,8.5,0.4,0.4,1.4,2.2,2.1,13.1,PF,11.61,-,3.24,27.0,31.5,20,PF,6.30%,8.50,10.00,6ft7.5in,6ft9in,8ft11.5in,233.4,7ft0in
georgia-tech,Iman Shumpert,1,31,31,32,5.7,14.1,0.406,4.4,9.2,0.474,1.4,4.9,0.278,4.5,5.6,0.806,1.7,4.2,5.9,3.5,2.7,0.2,2.3,2.8,17.3,,,,,,,,,,,,,,,,
georgia-tech,Derrick Favors,1,36,35,27.5,5,8.1,0.611,5,8.1,0.613,0,0,0,2.5,4,0.629,3,5.4,8.4,1,0.9,2.1,2.5,2.6,12.4,PF,11.74,-,3.25,31.5,35.5,14,PF,6.50%,8.75,9.25,6ft8.75in,6ft10.25in,9ft2in,245.2,7ft4in
gonzaga,Dan Dickau,1,32,32,34.7,6.1,13.8,0.441,2.4,5.8,0.419,3.7,8,0.457,5.2,6,0.864,0.5,2.5,3,4.7,0.8,0.1,2.9,1.9,21,,,,,,,,,,,,,,,,
gonzaga,Ronny Turiaf,1,31,31,31.2,5.1,10,0.508,5,9.7,0.513,0.1,0.2,0.286,5.7,8.4,0.683,2.4,7.1,9.5,1.5,0.4,1.9,2.3,2.7,15.9,PF,11.50,-,3.23,30.5,33.0,15,PF,-%,-,-,6ft8in,6ft9.25in,8ft10.5in,237.8,7ft1.5in
gonzaga,Adam Morrison,1,33,32,36.5,9.3,18.7,0.496,7,13.5,0.523,2.2,5.2,0.428,7.3,9.4,0.772,1.4,4.1,5.5,1.7,1.1,0.3,2.3,2,28.1,SF,11.46,-,3.37,25.5,30.5,11,,,,,,,,,
gonzaga,Austin Daye,1,34,33,26.3,4.7,9.8,0.477,3.6,7.3,0.494,1.1,2.5,0.429,2.3,3.2,0.706,1.1,5.8,6.8,1.1,0.7,2.1,2.1,2.9,12.7,,,,,,,,,,,,,,,,
gonzaga,Robert Sacre,1,33,33,26.3,3.5,6.9,0.511,3.5,6.9,0.515,0,0.1,0,4.5,6,0.761,2,4.3,6.3,0.7,0.4,1.4,1.8,2.2,11.6,,,,,,,,,,,,,,,,
gonzaga,Kelly Olynyk,1,32,27,26.4,6.7,10.7,0.629,6.4,9.8,0.66,0.3,0.9,0.3,4.1,5.3,0.776,2.4,4.9,7.3,1.7,0.7,1.1,2.4,2.3,17.8,,,,,,,,,,,,,,,,
gonzaga,Domantas Sabonis,1,36,31,31.9,6.6,10.9,0.611,6.5,10.5,0.621,0.1,0.4,0.357,4.2,5.4,0.769,3.1,8.8,11.8,1.8,0.6,0.9,2.6,3.2,17.6,,,,,,,,,,,,,,,,
gonzaga,Zach Collins,1,39,0,17.3,3.5,5.3,0.652,3.2,4.8,0.672,0.3,0.5,0.476,2.8,3.8,0.743,1.7,4.2,5.9,0.4,0.5,1.8,1.5,2.7,10,,,,,,,,,,,,,,,,
hofstra,Speedy Claxton,1,31,0,35.1,8.2,17.4,0.47,6.5,13,0.5,1.6,4.3,0.381,4.8,6.3,0.764,0,0,5.4,6,3.3,0.2,3.3,2.3,22.8,PG,10.48,-,3.06,36.0,42.5,6,,,,,,,,,
houston,Damyean Dotson,1,32,32,34.3,6.3,13.4,0.47,2.9,5.8,0.505,3.4,7.6,0.443,1.4,1.7,0.83,1.5,5.4,6.9,1.1,0.9,0.2,1,1.7,17.4,,,,,,,,,,,,,,,,
illinois,Brian Cook,1,30,30,31.3,6.7,14.1,0.479,5.8,11.1,0.526,0.9,3,0.303,5.6,6.8,0.82,1.5,6.1,7.6,2,0.7,0.4,2.8,2.9,20,,,,,,,,,,,,,,,,
illinois,Frank Williams,1,35,34,32.4,5,12.7,0.393,3.4,8.1,0.423,1.5,4.5,0.34,4.7,5.8,0.808,0.9,3.7,4.7,4.4,2,0.3,2.7,2.1,16.2,PG,11.73,-,3.29,26.0,31.0,-,,,,,,,,,
illinois,Robert Archibald,1,34,31,22.6,3.4,5.1,0.659,3.4,5.1,0.663,0,0,0,3.9,6,0.654,2.1,3.5,5.5,1.3,0.7,1.1,2,3.6,10.6,,,,,,,,,,,,,,,,
illinois,Luther Head,1,39,39,33.3,5.5,11.8,0.463,2.5,4.6,0.547,3,7.3,0.41,2,2.5,0.788,0.6,3.4,4,3.8,1.7,0.2,1.8,1.4,15.9,,,,,,,,,,,,,,,,
